,idaviso,ciudad,provincia,precio,tipodeoperacion,tipodepropiedad,habitaciones,metrostotales,iscurrent
323,48608976,Palermo,Capital Federal,75000,Venta,Apartamento,0.0,40.0,1
324,48608976,Palermo,Capital Federal,45000,Alquiler,Apartamento,0.0,40.0,1
325,48616351,Palermo,Capital Federal,369000,Venta,Apartamento,2.0,164.0,1
326,48617463,Villa Urquiza,Capital Federal,63000,Venta,PH,0.0,40.0,1
327,48622643,Barrio Norte,Capital Federal,67000,Alquiler,Apartamento,3.0,84.0,1
328,48627389,San Nicolás,Capital Federal,100000,Alquiler,Apartamento,0.0,83.0,1
329,48645922,Belgrano,Capital Federal,70000,Alquiler,Apartamento,2.0,57.0,1
330,48660965,Recoleta,Capital Federal,212000,Venta,Apartamento,2.0,90.0,1
331,48666183,Vicente López,GBA Norte,118300,Venta,Casa,2.0,137.0,0
332,48667446,Recoleta,Capital Federal,77000,Venta,Apartamento,0.0,38.0,1
333,48667446,Recoleta,Capital Federal,45000,Alquiler,Apartamento,0.0,38.0,1
334,48676785,Palermo,Capital Federal,80000,Alquiler,Apartamento,1.0,67.0,1
335,48678989,Palermo,Capital Federal,97000,Venta,Apartamento,2.0,56.0,1
336,48682022,Pilar,GBA Norte,298000,Venta,Casa,4.0,240.0,1
337,48684839,Villa Urquiza,Capital Federal,79000,Venta,Apartamento,1.0,68.0,1
338,48713023,Barrio Norte,Capital Federal,32000,Alquiler,Apartamento,0.0,,0
339,48727595,Caballito,Capital Federal,53000,Venta,Apartamento,0.0,41.0,1
340,48736789,Caballito,Capital Federal,75000,Alquiler,Apartamento,2.0,70.0,1
341,48741179,Rosario,Santa Fe,32000,Alquiler,Apartamento,1.0,40.0,1
342,48743867,Boedo,Capital Federal,48000,Venta,Apartamento,1.0,44.0,0
343,48760381,Núñez,Capital Federal,34613,Venta,Apartamento,1.0,52.0,1
344,48762879,Belgrano,Capital Federal,36900,Alquiler,Apartamento,,32.0,0
345,48768456,Núñez,Capital Federal,97999,Venta,Apartamento,2.0,52.0,1
346,48776262,Caballito,Capital Federal,42000,Venta,Apartamento,1.0,31.0,0
347,48788980,Boedo,Capital Federal,105000,Venta,PH,3.0,138.0,1
348,48800870,Palermo,Capital Federal,130000,Alquiler,Apartamento,2.0,84.0,1
349,48802494,Caballito,Capital Federal,75000,Alquiler,Apartamento,3.0,63.0,1
350,48815813,San Cristobal,Capital Federal,90000,Alquiler,PH,5.0,400.0,1
351,48818226,Villa del Parque,Capital Federal,137000,Venta,PH,3.0,136.0,0
352,48825978,Villa Crespo,Capital Federal,30000,Venta,Apartamento,0.0,31.0,1
353,48857084,Caballito,Capital Federal,75000,Alquiler,PH,2.0,80.0,1
354,48865359,Rosario,Santa Fe,28500,Alquiler,Apartamento,1.0,46.0,0
355,48876407,San Nicolás,Capital Federal,65000,Alquiler,Apartamento,2.0,69.0,1
356,48880524,Almagro,Capital Federal,57000,Venta,Apartamento,1.0,44.0,1
357,48883575,Recoleta,Capital Federal,130000,Alquiler,Apartamento,3.0,150.0,1
358,48885204,General San Martín,GBA Norte,35000,Alquiler,Apartamento,1.0,45.0,1
359,48885749,Villa Urquiza,Capital Federal,45000,Alquiler,Apartamento,1.0,30.0,0
360,48894025,Villa Urquiza,Capital Federal,110000,Venta,PH,1.0,178.0,1
361,48906652,Balvanera,Capital Federal,48000,Venta,Apartamento,1.0,48.0,0
362,48929194,Belgrano,Capital Federal,68000,Venta,Apartamento,1.0,44.0,1
363,48936139,Lanús,GBA Sur,30000,Alquiler,Apartamento,1.0,48.0,1
364,48942968,General San Martín,GBA Norte,30000,Alquiler,Apartamento,1.0,,1
365,48945618,Almagro,Capital Federal,46900,Venta,Apartamento,1.0,35.0,0
366,48946799,Palermo,Capital Federal,143000,Venta,PH,3.0,126.0,1
367,48955612,Balvanera,Capital Federal,80000,Venta,Apartamento,2.0,60.0,1
368,48957964,Villa Crespo,Capital Federal,43000,Alquiler,Apartamento,1.0,36.0,1
369,48978154,Belgrano,Capital Federal,42000,Alquiler,Apartamento,0.0,33.0,0
370,48984239,Almagro,Capital Federal,40000,Alquiler,Apartamento,0.0,32.0,0
371,48986437,Colegiales,Capital Federal,105000,Alquiler,Apartamento,2.0,75.0,1
372,48988714,Caballito,Capital Federal,55000,Alquiler,Apartamento,2.0,,1
373,48991978,Flores,Capital Federal,42000,Venta,Apartamento,1.0,38.0,1
374,48992499,Núñez,Capital Federal,62147,Venta,Apartamento,2.0,80.0,1
375,48996252,Exaltación de la Cruz,GBA Norte,178000,Venta,Quinta Vacacional,2.0,1680.0,1
376,48997213,Villa Urquiza,Capital Federal,30000,Alquiler,Apartamento,1.0,20.0,1
377,48998137,Núñez,Capital Federal,46807,Venta,Apartamento,1.0,60.0,1
378,48998159,Núñez,Capital Federal,47987,Venta,Apartamento,1.0,60.0,1
379,49000848,Núñez,Capital Federal,49167,Venta,Apartamento,1.0,55.0,1
380,49007152,Villa Santa Rita,Capital Federal,38000,Alquiler,Apartamento,0.0,62.0,1
381,49009339,Centro / Microcentro,Capital Federal,49000,Alquiler,Apartamento,2.0,105.0,1
382,49015277,Flores,Capital Federal,35000,Alquiler,Apartamento,1.0,24.0,1
383,49023831,Pilar,GBA Norte,16952,Venta,Terrenos,0.0,620.0,1
384,49025583,Balvanera,Capital Federal,35000,Alquiler,Apartamento,0.0,34.0,1
385,49026666,Flores,Capital Federal,28000,Alquiler,Apartamento,1.0,28.0,1
386,49027139,Caballito,Capital Federal,27000,Alquiler,Apartamento,0.0,25.0,1
387,49032037,Palermo,Capital Federal,67000,Alquiler,Apartamento,1.0,44.0,0
388,49032176,Palermo,Capital Federal,35000,Alquiler,Apartamento,1.0,22.0,1
389,49034972,Rosario,Santa Fe,17000,Alquiler,Apartamento,1.0,40.0,0
390,49050215,Caballito,Capital Federal,38000,Alquiler,Apartamento,0.0,36.0,1
391,49055594,Caballito,Capital Federal,87000,Alquiler,Apartamento,3.0,78.0,1
392,49055606,Villa Urquiza,Capital Federal,159000,Venta,Apartamento,2.0,62.0,1
393,49059806,Flores,Capital Federal,82000,Alquiler,PH,2.0,75.0,1
394,49061232,Córdoba,Córdoba,25000,Alquiler,Apartamento,1.0,45.0,1
395,49067668,Congreso,Capital Federal,47000,Alquiler,Apartamento,1.0,34.0,1
396,49069816,San Isidro,GBA Norte,75000,Alquiler,Casa,2.0,147.0,1
397,49074259,Santa Rosa de Conlara,San Luis ,42000,Venta,Casa,3.0,15000.0,1
398,49080249,Belgrano,Capital Federal,295000,Venta,Apartamento,3.0,129.0,1
399,49082959,Palermo,Capital Federal,70000,Alquiler,Apartamento,2.0,49.0,1
400,49085929,Almagro,Capital Federal,40000,Alquiler,Apartamento,1.0,34.0,1
401,49087975,Floresta,Capital Federal,37000,Alquiler,Apartamento,,33.0,1
402,49090768,Colegiales,Capital Federal,260000,Venta,Apartamento,3.0,92.0,1
403,49090950,Congreso,Capital Federal,55000,Alquiler,Consultorio,2.0,60.0,0
404,49091193,Almagro,Capital Federal,40000,Alquiler,Apartamento,1.0,40.0,0
405,49096180,Almagro,Capital Federal,25000,Alquiler,Apartamento,0.0,28.0,1
406,49098246,Barrio Norte,Capital Federal,56900,Venta,Apartamento,0.0,31.0,0
407,49104124,Villa Crespo,Capital Federal,45000,Alquiler,Apartamento,1.0,35.0,1
408,49105767,Caballito,Capital Federal,54900,Venta,Apartamento,0.0,45.0,1
409,49130594,Caballito,Capital Federal,110000,Venta,PH,2.0,112.0,1
410,49136040,Vicente López,GBA Norte,25000,Alquiler,PH,0.0,20.0,0
411,49137806,Núñez,Capital Federal,180000,Alquiler,Casa,3.0,200.0,1
412,49141235,Barrio Norte,Capital Federal,38000,Alquiler,Apartamento,0.0,31.0,1
413,49143253,Barrio Norte,Capital Federal,41000,Alquiler,Apartamento,1.0,37.0,0
414,49143259,Recoleta,Capital Federal,32000,Alquiler,Apartamento,0.0,19.0,0
415,49150053,Villa Urquiza,Capital Federal,139000,Alquiler,Apartamento,2.0,76.0,1
416,49157789,Villa Urquiza,Capital Federal,150000,Alquiler,Casa,0.0,160.0,1
417,49157973,Recoleta,Capital Federal,101500,Venta,Apartamento,3.0,54.0,1
418,49159772,Caballito,Capital Federal,55000,Alquiler,Apartamento,2.0,50.0,1
419,49162647,Caballito,Capital Federal,150000,Venta,PH,2.0,150.0,1
420,49167078,Almagro,Capital Federal,35000,Alquiler,Apartamento,1.0,30.0,0
421,49171849,Rosario,Santa Fe,26000,Alquiler,Apartamento,1.0,35.0,0
422,49174112,Villa Devoto,Capital Federal,45000,Alquiler,Apartamento,1.0,48.0,1
423,49174278,Villa Crespo,Capital Federal,32000,Alquiler,Apartamento,1.0,28.0,0
424,49174966,Saavedra,Capital Federal,70000,Alquiler,Apartamento,3.0,86.0,1
425,49175177,Barrio Norte,Capital Federal,70000,Alquiler,Apartamento,2.0,63.0,0
426,49176866,Parque Chacabuco,Capital Federal,51000,Venta,Apartamento,2.0,70.0,1
427,49176884,San Cristobal,Capital Federal,40000,Alquiler,Apartamento,1.0,40.0,1
428,49177987,San Telmo,Capital Federal,55000,Alquiler,Apartamento,3.0,60.0,1
429,49179651,Belgrano,Capital Federal,175000,Venta,PH,3.0,120.0,1
430,49180681,Palermo,Capital Federal,185000,Venta,PH,1.0,106.0,1
431,49184415,Avellaneda,GBA Sur,38000,Alquiler,PH,2.0,55.0,1
432,49184605,Caballito,Capital Federal,58000,Alquiler,Apartamento,2.0,58.0,1
433,49189453,Villa Crespo,Capital Federal,42000,Alquiler,Apartamento,1.0,42.0,0
434,49191771,Escobar,GBA Norte,30000,Venta,Casa,4.0,834.0,1
435,49192631,Lanús,GBA Sur,35000,Alquiler,Apartamento,2.0,60.0,1
436,49199860,Flores,Capital Federal,65000,Alquiler,Apartamento,1.0,53.0,1
437,49204991,Parque Patricios,Capital Federal,42000,Alquiler,Apartamento,1.0,38.0,0
438,49208911,Flores,Capital Federal,35000,Alquiler,Apartamento,1.0,40.0,1
439,49213295,Villa Crespo,Capital Federal,120000,Alquiler,PH,3.0,115.0,0
440,49216251,Saavedra,Capital Federal,70000,Alquiler,Apartamento,3.0,90.0,0
441,49218699,Villa Devoto,Capital Federal,59000,Alquiler,Apartamento,2.0,70.0,0
442,49220900,Villa Urquiza,Capital Federal,120000,Alquiler,Apartamento,2.0,94.0,1
443,49222620,Villa Santa Rita,Capital Federal,36000,Alquiler,Apartamento,0.0,,1
444,49223860,Belgrano,Capital Federal,60000,Alquiler,Apartamento,1.0,58.0,0
445,49230985,Villa del Parque,Capital Federal,35000,Alquiler,Apartamento,1.0,35.0,0
446,49236692,Palermo,Capital Federal,218000,Venta,Apartamento,1.0,90.0,1
447,49243507,Villa Devoto,Capital Federal,165000,Venta,PH,5.0,140.0,1
448,49247317,Belgrano,Capital Federal,85000,Alquiler,Apartamento,2.0,52.0,1
449,49250733,La Paternal,Capital Federal,35000,Alquiler,Apartamento,1.0,36.0,1
450,49252656,Núñez,Capital Federal,49500,Alquiler,Apartamento,1.0,40.0,1
451,49253952,Caballito,Capital Federal,58000,Alquiler,Apartamento,2.0,,1
452,49254338,Vicente López,GBA Norte,145000,Alquiler,Casa,4.0,130.0,0
453,49255641,Barrio Norte,Capital Federal,38000,Alquiler,Apartamento,1.0,32.0,0
454,49257577,Belgrano,Capital Federal,70000,Alquiler,Apartamento,0.0,61.0,0
455,49257793,Rosario,Santa Fe,43000,Alquiler,Apartamento,2.0,72.0,1
456,49258595,Almagro,Capital Federal,37000,Alquiler,Apartamento,0.0,35.0,0
457,49260021,Caballito,Capital Federal,42000,Alquiler,Apartamento,0.0,23.0,1
458,49261157,Boedo,Capital Federal,42000,Venta,PH,2.0,55.0,1
459,49263705,Retiro,Capital Federal,120000,Alquiler,Apartamento,1.0,105.0,1
460,49264889,Belgrano,Capital Federal,69000,Alquiler,Apartamento,2.0,76.0,1
461,49265558,Caballito,Capital Federal,40000,Alquiler,Apartamento,1.0,45.0,1
462,49266932,Villa Urquiza,Capital Federal,165000,Venta,PH,2.0,120.0,1
463,49267523,Caballito,Capital Federal,35000,Alquiler,Apartamento,1.0,36.0,1
464,49269532,Caballito,Capital Federal,43000,Alquiler,Apartamento,1.0,32.0,0
465,49272132,Villa Devoto,Capital Federal,70000,Alquiler,Apartamento,2.0,88.0,1
466,49282293,Flores,Capital Federal,40000,Alquiler,Apartamento,1.0,40.0,1
467,49284593,Balvanera,Capital Federal,40000,Alquiler,Apartamento,0.0,32.0,0
468,49288456,Rosario,Santa Fe,40000,Alquiler,Casa,3.0,100.0,0
469,49289592,Parque Chacabuco,Capital Federal,30000,Alquiler,PH,1.0,24.0,1
470,49292259,Belgrano,Capital Federal,65000,Alquiler,Apartamento,2.0,70.0,0
471,49292613,Almagro,Capital Federal,53000,Venta,Apartamento,1.0,40.0,1
472,49293551,Colegiales,Capital Federal,190000,Venta,Apartamento,1.0,77.0,1
473,49295066,Villa Urquiza,Capital Federal,45000,Alquiler,Apartamento,1.0,40.0,0
474,49296234,Villa Devoto,Capital Federal,39000,Alquiler,Apartamento,1.0,30.0,1
475,49296951,Almagro,Capital Federal,35000,Alquiler,Apartamento,1.0,36.0,1
476,49297199,Villa Crespo,Capital Federal,50000,Alquiler,Apartamento,1.0,,0
477,49303782,Barracas,Capital Federal,58000,Alquiler,Apartamento,1.0,,1
478,49308344,La Boca,Capital Federal,25000,Alquiler,Apartamento,1.0,43.0,0
479,49309257,Villa General Mitre,Capital Federal,100000,Venta,PH,2.0,80.0,1
480,49309357,Almagro,Capital Federal,85000,Alquiler,PH,1.0,110.0,1
481,49312083,Villa Urquiza,Capital Federal,62000,Alquiler,Apartamento,1.0,46.0,1
482,49312525,Almagro,Capital Federal,75000,Alquiler,Apartamento,2.0,84.0,1
483,49313679,Floresta,Capital Federal,40000,Alquiler,PH,1.0,,1
484,49313903,Vicente López,GBA Norte,66000,Alquiler,PH,4.0,110.0,1
485,49314432,Parque Chas,Capital Federal,75000,Alquiler,PH,2.0,49.0,1
486,49315995,Villa Devoto,Capital Federal,60000,Alquiler,Apartamento,2.0,75.0,0
487,49318939,Belgrano,Capital Federal,125000,Alquiler,Apartamento,3.0,88.0,1
488,49320879,Barrio Norte,Capital Federal,39000,Venta,Apartamento,0.0,30.0,1
489,49321624,Palermo,Capital Federal,62000,Alquiler,Apartamento,2.0,65.0,1
490,49324646,Rosario,Santa Fe,38000,Alquiler,Apartamento,2.0,80.0,1
491,49326377,San Telmo,Capital Federal,60000,Alquiler,Apartamento,1.0,200.0,1
492,49326377,San Telmo,Capital Federal,60000,Alquiler temporal,Apartamento,1.0,200.0,1
493,49328061,Barrio Norte,Capital Federal,55000,Alquiler,Apartamento,1.0,40.0,0
494,49329224,Villa Urquiza,Capital Federal,48000,Alquiler,Apartamento,1.0,50.0,0
495,49331056,Villa Pueyrredón,Capital Federal,55000,Alquiler,Apartamento,1.0,60.0,1
496,49334613,Boedo,Capital Federal,42000,Alquiler,Apartamento,1.0,37.0,0
497,49335829,Palermo,Capital Federal,75000,Alquiler,Apartamento,1.0,45.0,1
498,49340895,Almagro,Capital Federal,50000,Alquiler,Apartamento,1.0,45.0,1
499,49341294,Liniers,Capital Federal,35000,Alquiler,PH,1.0,45.0,1
500,49342113,Belgrano,Capital Federal,80000,Alquiler,Apartamento,2.0,60.0,0
501,49344732,Caballito,Capital Federal,30000,Alquiler,Apartamento,0.0,23.0,0
502,49345189,Palermo,Capital Federal,45000,Alquiler,Apartamento,0.0,38.0,0
503,49346284,Saavedra,Capital Federal,105000,Venta,PH,3.0,94.0,1
504,49346711,Parque Patricios,Capital Federal,24000,Alquiler,Apartamento,0.0,32.0,0
505,49348005,Caballito,Capital Federal,60000,Alquiler,Apartamento,2.0,61.0,1
506,49348022,Vicente López,GBA Norte,130000,Alquiler,PH,2.0,148.0,1
507,49348201,Villa Allende,Córdoba,134000,Venta,Casa,2.0,600.0,1
508,49348398,Almagro,Capital Federal,51000,Alquiler,Apartamento,1.0,53.0,0
509,49349311,Recoleta,Capital Federal,800,Alquiler,Apartamento,3.0,140.0,1
510,49350862,Vicente López,GBA Norte,150000,Alquiler,Casa,2.0,120.0,1
511,49353212,Vicente López,GBA Norte,45000,Alquiler,PH,2.0,90.0,0
512,49354950,Lomas de Zamora,GBA Sur,42000,Alquiler,PH,2.0,90.0,1
513,49355957,San Cristobal,Capital Federal,35000,Alquiler,Apartamento,1.0,30.0,1
514,49363005,Almagro,Capital Federal,44000,Alquiler,Apartamento,1.0,45.0,0
515,49364829,Córdoba,Córdoba,21000,Alquiler,Apartamento,1.0,45.0,0
516,49364983,Belgrano,Capital Federal,43000,Alquiler,Apartamento,0.0,31.0,1
517,49365846,San Nicolás,Capital Federal,40000,Alquiler,Apartamento,1.0,41.0,1
518,49366168,Congreso,Capital Federal,33000,Alquiler,Apartamento,1.0,30.0,1
519,49366484,Villa del Parque,Capital Federal,90000,Alquiler,PH,3.0,120.0,1
520,49366930,Barrio Norte,Capital Federal,60000,Alquiler,Apartamento,2.0,70.0,0
521,49367620,Belgrano,Capital Federal,42000,Alquiler,Apartamento,0.0,32.0,0
522,49368483,Barrio Norte,Capital Federal,29000,Alquiler,Apartamento,1.0,30.0,0
523,49369466,Villa Pueyrredón,Capital Federal,45000,Alquiler,PH,1.0,35.0,0
524,49370136,San Nicolás,Capital Federal,65000,Alquiler,Apartamento,5.0,134.0,1
525,49370675,Belgrano,Capital Federal,39000,Alquiler,Apartamento,1.0,38.0,1
526,49371007,Vicente López,GBA Norte,55000,Alquiler,PH,2.0,70.0,0
527,49375373,La Matanza,GBA Oeste,45000,Alquiler,Apartamento,2.0,70.0,1
528,49375747,Recoleta,Capital Federal,35000,Alquiler,Apartamento,0.0,30.0,1
529,49382515,Barrio Norte,Capital Federal,49000,Venta,Apartamento,1.0,41.0,1
530,49383076,Villa Pueyrredón,Capital Federal,40000,Alquiler,PH,1.0,33.0,1
531,49383511,Lomas de Zamora,GBA Sur,38000,Alquiler,Apartamento,1.0,60.0,0
532,49397235,Avellaneda,GBA Sur,38000,Alquiler,PH,2.0,90.0,1
533,49397614,Villa General Mitre,Capital Federal,45000,Alquiler,Apartamento,1.0,44.0,1
534,49398388,Villa del Parque,Capital Federal,34000,Alquiler,Apartamento,1.0,32.0,0
535,49403744,Caballito,Capital Federal,45000,Alquiler,Apartamento,1.0,32.0,1
536,49405656,Caballito,Capital Federal,45000,Alquiler,Apartamento,1.0,44.0,1
537,49407642,Rosario,Santa Fe,20000,Alquiler,Apartamento,,20.0,0
538,49407785,Barrio Norte,Capital Federal,39000,Alquiler,Apartamento,0.0,30.0,1
539,49408832,Belgrano,Capital Federal,85000,Alquiler,Apartamento,2.0,75.0,1
540,49412944,Recoleta,Capital Federal,40000,Alquiler,Apartamento,,25.0,1
541,49413333,Núñez,Capital Federal,60000,Alquiler,Apartamento,1.0,70.0,0
542,49415562,Caballito,Capital Federal,60000,Alquiler,Apartamento,2.0,70.0,1
543,49415866,Barrio Norte,Capital Federal,130000,Alquiler,Apartamento,3.0,153.0,1
544,49417277,Balvanera,Capital Federal,33000,Alquiler,Apartamento,1.0,30.0,0
545,49417833,Colegiales,Capital Federal,53000,Alquiler,Apartamento,2.0,40.0,1
546,49418719,Mataderos,Capital Federal,45000,Alquiler,Apartamento,1.0,60.0,1
547,49418897,Flores,Capital Federal,154000,Venta,Apartamento,3.0,72.0,0
548,49421253,Palermo,Capital Federal,50000,Alquiler,Apartamento,1.0,40.0,1
549,49421765,Belgrano,Capital Federal,39000,Alquiler,Apartamento,1.0,36.0,0
550,49421832,Barrio Norte,Capital Federal,32900,Alquiler,Apartamento,0.0,34.0,0
551,49421918,Palermo,Capital Federal,44500,Alquiler,Apartamento,1.0,34.0,1
552,49422091,Saavedra,Capital Federal,180000,Venta,PH,3.0,154.0,0
553,49423763,Almagro,Capital Federal,45000,Alquiler,Apartamento,1.0,45.0,0
554,49426413,Belgrano,Capital Federal,110000,Alquiler,Apartamento,2.0,76.0,1
555,49426576,Abasto,Capital Federal,65000,Alquiler,Apartamento,2.0,65.0,1
556,49427326,Colegiales,Capital Federal,45000,Alquiler,Apartamento,1.0,40.0,1
557,49428090,Balvanera,Capital Federal,45000,Alquiler,Apartamento,1.0,54.0,0
558,49428111,Balvanera,Capital Federal,75000,Alquiler,Apartamento,2.0,57.0,0
559,49428783,Rosario,Santa Fe,31000,Alquiler,Apartamento,,37.0,0
560,49428838,Coghlan,Capital Federal,38000,Alquiler,Apartamento,1.0,35.0,0
561,49429071,Recoleta,Capital Federal,95000,Alquiler,Apartamento,3.0,95.0,0
562,49430771,Almagro,Capital Federal,40000,Alquiler,Apartamento,1.0,40.0,0
563,49430897,Palermo,Capital Federal,50000,Alquiler,Apartamento,1.0,50.0,0
564,49431403,Villa Urquiza,Capital Federal,50000,Alquiler,Apartamento,1.0,38.0,1
565,49433114,Rosario,Santa Fe,25000,Alquiler,Apartamento,1.0,30.0,1
566,49434214,Palermo,Capital Federal,110000,Alquiler,Apartamento,2.0,94.0,0
567,49434318,Villa Lugano,Capital Federal,42000,Alquiler,PH,1.0,50.0,0
568,49434444,Vicente López,GBA Norte,52000,Alquiler,Apartamento,2.0,52.0,1
569,49434725,Villa Crespo,Capital Federal,54000,Venta,Apartamento,1.0,58.0,1
570,49434729,Rosario,Santa Fe,55000,Alquiler,Apartamento,2.0,65.0,1
571,49436030,Belgrano,Capital Federal,44000,Alquiler,Apartamento,1.0,38.0,1
572,49436313,Palermo,Capital Federal,258000,Venta,Apartamento,2.0,94.0,1
573,49436649,Recoleta,Capital Federal,210000,Venta,Apartamento,3.0,90.0,1
574,49437118,Belgrano,Capital Federal,55000,Alquiler,Apartamento,1.0,50.0,1
575,49437533,Caballito,Capital Federal,68000,Alquiler,Apartamento,1.0,55.0,1
576,49437757,Vicente López,GBA Norte,30000,Alquiler,PH,0.0,,0
577,49438882,Villa Urquiza,Capital Federal,55000,Alquiler,PH,1.0,51.0,1
578,49439041,Recoleta,Capital Federal,75000,Alquiler,Apartamento,3.0,97.0,1
579,49440840,San Isidro,GBA Norte,110000,Alquiler,Casa,2.0,116.0,1
580,49442557,San Isidro,GBA Norte,70000,Alquiler,Apartamento,2.0,50.0,1
581,49443366,Monserrat,Capital Federal,40000,Alquiler,Apartamento,1.0,20.0,1
582,49443366,Monserrat,Capital Federal,40000,Alquiler temporal,Apartamento,1.0,20.0,1
583,49445115,Villa del Parque,Capital Federal,45000,Alquiler,Apartamento,1.0,40.0,1
584,49445690,Caballito,Capital Federal,85000,Alquiler,Apartamento,3.0,81.0,1
585,49445722,Almagro,Capital Federal,30000,Alquiler,Apartamento,1.0,35.0,0
586,49445951,Monserrat,Capital Federal,38000,Alquiler,Apartamento,1.0,40.0,1
587,49449521,Caballito,Capital Federal,150000,Alquiler,PH,3.0,172.0,0
588,49449737,San Isidro,GBA Norte,137000,Alquiler,Casa,2.0,120.0,0
589,49449759,Tres de Febrero,GBA Oeste,28000,Alquiler,Apartamento,1.0,44.0,1
590,49449799,Palermo,Capital Federal,100000,Alquiler,PH,2.0,82.0,1
591,49449873,Palermo,Capital Federal,59500,Alquiler,Apartamento,1.0,55.0,1
592,49450873,Villa Urquiza,Capital Federal,33000,Alquiler,Apartamento,1.0,46.0,0
593,49451075,Palermo,Capital Federal,100000,Alquiler,Apartamento,1.0,53.0,0
594,49451445,San Cristobal,Capital Federal,35000,Alquiler,PH,0.0,21.0,1
595,49452582,Córdoba,Córdoba,30000,Alquiler,Apartamento,1.0,45.0,0
596,49453022,Villa Crespo,Capital Federal,38000,Alquiler,PH,,38.0,0
597,49454671,Núñez,Capital Federal,39000,Alquiler,Apartamento,1.0,38.0,1
598,49454707,Quilmes,GBA Sur,45000,Alquiler,Casa,3.0,95.0,1
599,49455400,Palermo,Capital Federal,1700,Alquiler,Apartamento,3.0,115.0,1
600,49455752,Recoleta,Capital Federal,55000,Alquiler,Apartamento,0.0,48.0,0
601,49457225,Recoleta,Capital Federal,100000,Alquiler,PH,3.0,80.0,0
602,49457375,Rosario,Santa Fe,37000,Alquiler,Apartamento,,58.0,1
603,49457589,San Isidro,GBA Norte,45000,Alquiler,PH,1.0,42.0,1
604,49458563,Vicente López,GBA Norte,70000,Alquiler,PH,2.0,60.0,1
605,49458804,San Isidro,GBA Norte,99000,Alquiler,Casa,3.0,,0
606,49458918,Caballito,Capital Federal,60000,Alquiler,PH,2.0,65.0,0
607,49459687,Villa General Mitre,Capital Federal,79000,Alquiler,PH,2.0,85.0,1
608,49460761,Villa del Parque,Capital Federal,35000,Alquiler,Apartamento,0.0,30.0,0
609,49461176,Palermo,Capital Federal,55000,Alquiler,Apartamento,0.0,41.0,0
610,49462300,Rosario,Santa Fe,30000,Alquiler,Apartamento,1.0,36.0,0
611,49462579,Villa Crespo,Capital Federal,49900,Alquiler,Apartamento,2.0,60.0,0
612,49462641,Belgrano,Capital Federal,50000,Alquiler,Apartamento,1.0,46.0,0
613,49463050,Rosario,Santa Fe,35000,Alquiler,Apartamento,2.0,45.0,1
614,49469296,Belgrano,Capital Federal,450000,Venta,Casa,4.0,411.0,1
615,49469397,Constitución,Capital Federal,32000,Alquiler,Apartamento,0.0,,0
616,49469823,Caballito,Capital Federal,85000,Alquiler,Apartamento,3.0,94.0,1
617,49470012,Almagro,Capital Federal,60000,Alquiler,PH,1.0,40.0,1
618,49473924,Colegiales,Capital Federal,45000,Alquiler,Apartamento,0.0,30.0,1
619,49474874,Chacarita,Capital Federal,55000,Alquiler,Apartamento,0.0,57.0,1
620,49474899,Núñez,Capital Federal,40000,Alquiler,Apartamento,0.0,35.0,1
621,49476572,Villa Devoto,Capital Federal,100000,Alquiler,Casa,,100.0,1
622,49478420,Parque Patricios,Capital Federal,65000,Alquiler,Apartamento,1.0,55.0,0
623,49478488,Colegiales,Capital Federal,33000,Alquiler,Apartamento,1.0,36.0,0
624,49479254,Boedo,Capital Federal,25000,Alquiler,Apartamento,0.0,24.0,0
625,49481612,Almagro,Capital Federal,48000,Alquiler,Apartamento,1.0,50.0,0
626,49481703,Belgrano,Capital Federal,54000,Alquiler,Apartamento,1.0,40.0,1
627,49481718,Belgrano,Capital Federal,45000,Alquiler,Apartamento,1.0,43.0,0
628,49484002,Balvanera,Capital Federal,42000,Alquiler,Apartamento,1.0,30.0,1
629,49484643,Rosario,Santa Fe,35000,Alquiler,Apartamento,2.0,66.0,0
630,49485180,Rosario,Santa Fe,40000,Alquiler,Apartamento,2.0,57.0,0
631,49485355,Flores,Capital Federal,32000,Alquiler,Apartamento,0.0,24.0,1
632,49486368,Congreso,Capital Federal,40000,Alquiler,Apartamento,1.0,31.0,0
633,49487033,Palermo,Capital Federal,350000,Venta,Apartamento,3.0,120.0,1
634,49487247,Lanús,GBA Sur,30000,Alquiler,Apartamento,2.0,1.0,1
635,49487424,Villa Urquiza,Capital Federal,38000,Alquiler,Apartamento,1.0,37.0,1
636,49487785,Parque Patricios,Capital Federal,33000,Alquiler,PH,1.0,32.0,1
637,49487816,Palermo,Capital Federal,39500,Alquiler,Apartamento,1.0,35.0,1
638,49487843,San Telmo,Capital Federal,45000,Alquiler,Apartamento,0.0,38.0,1
639,49488472,Caballito,Capital Federal,35000,Alquiler,Apartamento,1.0,36.0,0
640,49491605,Rosario,Santa Fe,33000,Alquiler,Apartamento,1.0,46.0,1
641,49491825,Centro / Microcentro,Capital Federal,37000,Alquiler,Apartamento,1.0,33.0,1
642,49491837,Flores,Capital Federal,57000,Alquiler,Apartamento,2.0,94.0,0
643,49493197,Palermo,Capital Federal,110000,Venta,Apartamento,1.0,55.0,1
644,49494613,General San Martín,GBA Norte,20000,Alquiler,Apartamento,0.0,15.0,1
645,49494880,Monte Castro,Capital Federal,50000,Alquiler,PH,1.0,,1
